group_id,icon_name,product_id,score
5,serum,896120,23688
5,serum,991183,23688
5,serum,989677,23688
5,serum,582013,23687
5,serum,538217,23681
5,serum,941502,23666
5,serum,979797,23655
5,serum,828554,23654
5,serum,962390,23591
5,serum,981987,23549
5,serum,991943,23463
5,serum,967900,23458
5,serum,990496,23457
5,serum,105059,23421
5,serum,962387,23416
5,serum,849010,23386
5,serum,981965,23366
5,serum,884516,23361
5,serum,988601,23333
5,serum,464002,23319
5,serum,969551,23301
5,serum,986905,23274
5,serum,994284,23270
5,serum,845536,23256
5,serum,157502,23166
5,serum,985670,23087
5,serum,983855,23054
5,serum,987070,22770
5,serum,905075,21148
5,serum,969795,20027
5,serum,267002,19868
5,serum,993036,19284
5,serum,986561,18786
5,serum,952518,18767
5,serum,984232,17412
5,serum,4767,17142
5,serum,667002,17089
5,serum,905012,15841
5,serum,993205,14714
5,serum,333504,13847
5,serum,994159,13579
5,facial_mask,979916,23699
5,facial_mask,982774,23699
5,facial_mask,986451,23698
5,facial_mask,5801,23697
5,facial_mask,986452,23697
5,facial_mask,905059,23696
5,facial_mask,984491,23696
5,facial_mask,987071,23695
5,facial_mask,980029,23695
5,facial_mask,981756,23694
5,facial_mask,983899,23694
5,facial_mask,982775,23688
5,facial_mask,990855,23688
5,facial_mask,975674,23686
5,facial_mask,985821,23683
5,facial_mask,969832,23682
5,facial_mask,991673,23680
5,facial_mask,980305,23678
5,facial_mask,5818,23675
5,facial_mask,983868,23673
5,facial_mask,984626,23673
5,facial_mask,905084,23599
5,facial_mask,993005,23568
5,facial_mask,905068,23521
5,facial_mask,905070,23362
5,facial_mask,990490,23131
5,facial_mask,983764,22666
5,facial_mask,5686,22464
5,facial_mask,987077,22272
5,facial_mask,991212,21848
5,facial_mask,980030,21697
5,facial_mask,983347,21609
5,facial_mask,980031,21369
5,facial_mask,549030,21354
5,facial_mask,981759,21344
5,facial_mask,982260,21299
5,facial_mask,991903,20605
5,facial_mask,984292,20519
5,facial_mask,981758,20077
5,facial_mask,833542,17692
5,facial_mask,845527,17558
5,facial_mask,5687,17398
5,facial_mask,986283,16294
5,facial_mask,719012,16118
5,facial_mask,982265,14518
5,facial_mask,993846,11311
5,facial_mask,984627,11156
5,facial_mask,988812,10494
5,facial_mask,521049,9473
5,facial_mask,990598,9289
5,lip_stick,993500,23686
5,lip_stick,991498,23684
5,lip_stick,993039,23683
5,lip_stick,983253,23683
5,lip_stick,734501,23682
5,lip_stick,956783,23680
5,lip_stick,985738,23675
5,lip_stick,985412,23672
5,lip_stick,983648,23670
5,lip_stick,967571,23660
5,lip_stick,993948,23660
5,lip_stick,985216,23659
5,lip_stick,981640,23655
5,lip_stick,992321,23647
5,lip_stick,982248,23643
5,lip_stick,994307,23553
5,lip_stick,994301,23434
5,lip_stick,994383,23419
5,lip_stick,994199,23290
5,lip_stick,993198,22671
5,lip_stick,981289,22640
5,lip_stick,778029,22595
5,lip_stick,982040,22459
5,lip_stick,990432,22433
5,lip_stick,983931,22264
5,lip_stick,485509,22229
5,lip_stick,967588,22217
5,lip_stick,989544,22053
5,lip_stick,989863,21750
5,lip_stick,981323,21487
5,lip_stick,992453,21428
5,lip_stick,967577,21304
5,lip_stick,3651,21062
5,lip_stick,983207,20870
5,lip_stick,981322,20699
5,lip_stick,989834,20467
5,lip_stick,983653,19980
5,lip_stick,985213,19104
5,lip_stick,984091,18675
5,lip_stick,741508,18381
5,lip_stick,985652,18268
5,lip_stick,983977,18227
5,lip_stick,6825,18117
5,lip_stick,354512,18018
5,lip_stick,3420,17384
5,lip_stick,983784,16418
5,lip_stick,987997,16384
5,lip_stick,987845,15466
5,lip_stick,988466,14148
5,lip_stick,983059,13332
5,fragrance,987759,23696
5,fragrance,986704,23692
5,fragrance,989824,23672
5,fragrance,991114,23667
5,fragrance,956566,23662
5,fragrance,983952,23565
5,fragrance,990666,23456
5,fragrance,982203,23455
5,fragrance,980215,23399
5,fragrance,5027,23271
5,fragrance,988682,23201
5,fragrance,992621,23126
5,fragrance,984102,23054
5,fragrance,992742,23008
5,fragrance,987758,22864
5,fragrance,988426,22672
5,fragrance,1613,22664
5,fragrance,1134,22575
5,fragrance,989619,22001
5,fragrance,992703,21989
5,fragrance,980214,21777
5,fragrance,991063,21677
5,fragrance,983389,21554
5,fragrance,991586,21267
5,fragrance,992850,20711
5,fragrance,992975,20532
5,fragrance,988655,20433
5,fragrance,132012,19993
5,fragrance,521059,19917
5,fragrance,545522,19875
5,fragrance,986709,19630
5,fragrance,990669,19083
5,fragrance,1919,18906
5,fragrance,6641,18819
5,fragrance,981711,18413
5,fragrance,992941,18373
5,fragrance,981707,18060
5,fragrance,3900,17827
5,fragrance,989764,17630
5,fragrance,993173,17412
5,fragrance,983217,17086
5,fragrance,983219,16554
5,fragrance,533001,16379
5,fragrance,993329,16345
5,fragrance,905033,16040
5,fragrance,984079,15681
5,fragrance,992628,15179
5,fragrance,962145,15084
5,fragrance,987617,14927
5,fragrance,991061,13409
4,hot_sale,994307,8726
4,hot_sale,985929,8702
4,hot_sale,994383,8700
4,hot_sale,993039,8695
4,hot_sale,983253,8693
4,hot_sale,994301,8687
4,hot_sale,7340,8686
4,hot_sale,153511,8683
4,hot_sale,967571,8682
4,hot_sale,981640,8676
4,hot_sale,994049,8673
4,hot_sale,967585,8672
4,hot_sale,627008,8667
4,hot_sale,985218,8665
4,hot_sale,993330,8665
4,hot_sale,994200,8658
4,hot_sale,983648,8657
4,hot_sale,981287,8655
4,hot_sale,992321,8653
4,hot_sale,993850,8648
4,hot_sale,982223,8644
4,hot_sale,985738,8641
4,hot_sale,994199,8600
4,hot_sale,993500,8523
4,hot_sale,984197,8421
4,hot_sale,992629,8410
4,hot_sale,993347,8310
4,hot_sale,987702,8292
4,hot_sale,993093,8290
4,hot_sale,993907,8275
4,hot_sale,993864,8246
4,hot_sale,983952,8155
4,hot_sale,993958,7962
4,hot_sale,982973,7847
4,hot_sale,991673,7474
4,hot_sale,991408,7332
4,hot_sale,988890,6664
4,hot_sale,992575,5898
4,hot_sale,991695,5417
4,hot_sale,981648,5207
4,hot_sale,981645,5000
4,hot_sale,994480,4968
4,hot_sale,354512,4927
4,hot_sale,993954,4847
4,hot_sale,1134,4381
4,hot_sale,984091,4356
4,hot_sale,993484,4303
4,hot_sale,990006,4108
4,hot_sale,212017,3873
4,hot_sale,992600,3867
4,new_prod,993953,8749
4,new_prod,994354,8749
4,new_prod,993969,8749
4,new_prod,993968,8749
4,new_prod,994099,8749
4,new_prod,952560,8749
4,new_prod,994170,8749
4,new_prod,994076,8749
4,new_prod,994316,8749
4,new_prod,994169,8749
4,new_prod,994165,8749
4,new_prod,994168,8749
4,new_prod,994095,8749
4,new_prod,994181,8749
4,new_prod,994184,8749
4,new_prod,994182,8749
4,new_prod,994100,8749
4,new_prod,994393,8749
4,new_prod,994392,8749
4,new_prod,982016,8749
4,new_prod,992634,8749
4,new_prod,994163,8749
4,new_prod,994183,8749
4,new_prod,994185,8749
4,new_prod,994186,8749
4,new_prod,994546,8749
4,new_prod,994547,8749
4,new_prod,994545,8749
4,new_prod,994654,8749
4,new_prod,994653,8749
4,new_prod,994508,8749
4,new_prod,993967,8749
4,new_prod,994536,8749
4,new_prod,994167,8749
4,new_prod,994166,8749
4,new_prod,994652,8749
4,new_prod,994443,8749
4,new_prod,994442,8749
4,new_prod,994444,8749
4,serum,581624,8747
4,serum,581625,8747
4,serum,985699,8747
4,serum,991405,8747
4,serum,991183,8747
4,serum,582013,8747
4,serum,982890,8746
4,serum,896120,8746
4,serum,991392,8745
4,serum,988600,8745
4,serum,983728,8745
4,serum,989677,8745
4,serum,724131,8745
4,serum,538217,8740
4,serum,979797,8736
4,serum,941502,8736
4,serum,828554,8736
4,serum,962390,8730
4,serum,981987,8642
4,serum,967900,8626
4,serum,969551,8625
4,serum,845536,8600
4,serum,990496,8597
4,serum,991943,8597
4,serum,105059,8585
4,serum,884516,8564
4,serum,962387,8558
4,serum,849010,8533
4,serum,987070,8531
4,serum,981965,8514
4,serum,988601,8512
4,serum,985670,8504
4,serum,464002,8502
4,serum,986905,8468
4,serum,157502,8433
4,serum,983855,8413
4,serum,994284,8361
4,serum,905075,7624
4,serum,905012,7523
4,serum,986561,7467
4,serum,952518,7218
4,serum,993036,7169
4,serum,969795,6836
4,serum,267002,6753
4,serum,994267,6082
4,serum,667002,5622
4,serum,4767,5500
4,serum,984232,5427
4,serum,994159,4923
4,serum,993205,4465
4,facial_mask,986451,8749
4,facial_mask,905059,8749
4,facial_mask,982774,8749
4,facial_mask,986452,8749
4,facial_mask,5801,8748
4,facial_mask,980029,8748
4,facial_mask,987071,8748
4,facial_mask,979916,8747
4,facial_mask,981756,8747
4,facial_mask,984491,8747
4,facial_mask,983899,8747
4,facial_mask,982775,8746
4,facial_mask,975674,8746
4,facial_mask,983868,8744
4,facial_mask,985821,8744
4,facial_mask,969832,8744
4,facial_mask,993005,8741
4,facial_mask,990855,8740
4,facial_mask,980305,8737
4,facial_mask,5818,8737
4,facial_mask,984626,8725
4,facial_mask,991673,8718
4,facial_mask,905084,8713
4,facial_mask,905068,8705
4,facial_mask,905070,8639
4,facial_mask,990490,8567
4,facial_mask,5686,8559
4,facial_mask,987077,8502
4,facial_mask,983347,8498
4,facial_mask,980031,8315
4,facial_mask,981759,8310
4,facial_mask,983764,8293
4,facial_mask,980030,8205
4,facial_mask,984292,8184
4,facial_mask,549030,8055
4,facial_mask,991212,7721
4,facial_mask,981758,7700
4,facial_mask,982260,7472
4,facial_mask,991903,7145
4,facial_mask,833542,7071
4,facial_mask,845527,6993
4,facial_mask,5687,6948
4,facial_mask,986283,5984
4,facial_mask,982265,5218
4,facial_mask,719012,4994
4,facial_mask,993846,4557
4,facial_mask,984627,4220
4,facial_mask,988812,4141
4,facial_mask,991213,3627
4,facial_mask,824078,3453
4,lip_stick,993500,8733
4,lip_stick,985738,8732
4,lip_stick,991498,8721
4,lip_stick,993039,8717
4,lip_stick,983253,8717
4,lip_stick,956783,8714
4,lip_stick,734501,8707
4,lip_stick,967571,8698
4,lip_stick,994307,8696
4,lip_stick,981640,8692
4,lip_stick,985216,8679
4,lip_stick,992321,8679
4,lip_stick,983648,8679
4,lip_stick,985412,8676
4,lip_stick,982248,8674
4,lip_stick,993948,8668
4,lip_stick,994383,8630
4,lip_stick,994301,8624
4,lip_stick,994199,8586
4,lip_stick,778029,8558
4,lip_stick,3651,8349
4,lip_stick,993198,8291
4,lip_stick,981289,8224
4,lip_stick,990432,8192
4,lip_stick,982040,8181
4,lip_stick,485509,8145
4,lip_stick,983931,8121
4,lip_stick,967588,7993
4,lip_stick,989544,7933
4,lip_stick,989863,7912
4,lip_stick,981323,7836
4,lip_stick,967577,7731
4,lip_stick,983653,7584
4,lip_stick,992453,7547
4,lip_stick,981322,7487
4,lip_stick,983207,7452
4,lip_stick,989834,7409
4,lip_stick,983784,7186
4,lip_stick,985213,6955
4,lip_stick,985652,6536
4,lip_stick,6825,6505
4,lip_stick,354512,6352
4,lip_stick,987845,6272
4,lip_stick,984091,6240
4,lip_stick,3420,6053
4,lip_stick,987997,6014
4,lip_stick,741508,5862
4,lip_stick,983977,5751
4,lip_stick,988466,5711
4,lip_stick,983059,5576
4,fragrance,987759,8749
4,fragrance,986704,8746
4,fragrance,989824,8745
4,fragrance,991114,8743
4,fragrance,956566,8741
4,fragrance,983952,8690
4,fragrance,980215,8650
4,fragrance,982203,8646
4,fragrance,990666,8619
4,fragrance,5027,8603
4,fragrance,988682,8539
4,fragrance,992742,8514
4,fragrance,1613,8437
4,fragrance,992621,8409
4,fragrance,987758,8401
4,fragrance,984102,8399
4,fragrance,1134,8337
4,fragrance,988426,8296
4,fragrance,521059,8103
4,fragrance,989619,8069
4,fragrance,992703,8055
4,fragrance,991063,8048
4,fragrance,980214,8004
4,fragrance,991586,7908
4,fragrance,992975,7828
4,fragrance,983389,7623
4,fragrance,986709,7486
4,fragrance,988655,7417
4,fragrance,992850,7414
4,fragrance,545522,7314
4,fragrance,990669,7252
4,fragrance,6641,7232
4,fragrance,132012,7199
4,fragrance,1919,7048
4,fragrance,981711,6885
4,fragrance,981707,6866
4,fragrance,533001,6610
4,fragrance,989764,6606
4,fragrance,3900,6374
4,fragrance,992941,6293
4,fragrance,983217,6278
4,fragrance,983219,6106
4,fragrance,962145,6088
4,fragrance,905033,5913
4,fragrance,993173,5882
4,fragrance,984079,5752
4,fragrance,987617,5748
4,fragrance,993329,5314
4,fragrance,992628,5304
4,fragrance,991061,5005
3,hot_sale,994307,21024
3,hot_sale,985929,20998
3,hot_sale,153511,20982
3,hot_sale,7340,20979
3,hot_sale,994383,20979
3,hot_sale,967571,20977
3,hot_sale,981640,20976
3,hot_sale,993039,20971
3,hot_sale,627008,20967
3,hot_sale,983253,20966
3,hot_sale,967585,20965
3,hot_sale,994301,20960
3,hot_sale,983648,20960
3,hot_sale,992321,20956
3,hot_sale,994049,20956
3,hot_sale,993850,20955
3,hot_sale,981287,20951
3,hot_sale,993330,20943
3,hot_sale,985218,20929
3,hot_sale,982223,20920
3,hot_sale,994200,20850
3,hot_sale,985738,20772
3,hot_sale,994199,20665
3,hot_sale,993500,20554
3,hot_sale,984197,20169
3,hot_sale,993347,20139
3,hot_sale,993907,20025
3,hot_sale,993093,19985
3,hot_sale,987702,19978
3,hot_sale,993864,19861
3,hot_sale,992629,19853
3,hot_sale,983952,19229
3,hot_sale,993958,19053
3,hot_sale,982973,18896
3,hot_sale,991673,17548
3,hot_sale,991408,17180
3,hot_sale,988890,16000
3,hot_sale,992575,14673
3,hot_sale,991695,13654
3,hot_sale,981648,13142
3,hot_sale,993954,12621
3,hot_sale,981645,12498
3,hot_sale,354512,11890
3,hot_sale,994480,11586
3,hot_sale,984091,11337
3,hot_sale,1134,10490
3,hot_sale,993484,10209
3,hot_sale,990006,9820
3,hot_sale,992600,9616
3,hot_sale,212017,8924
3,new_prod,993953,21048
3,new_prod,994354,21048
3,new_prod,993969,21048
3,new_prod,993968,21048
3,new_prod,994099,21048
3,new_prod,994170,21048
3,new_prod,952560,21048
3,new_prod,994076,21048
3,new_prod,982016,21048
3,new_prod,994393,21048
3,new_prod,994168,21048
3,new_prod,994316,21048
3,new_prod,994169,21048
3,new_prod,994165,21048
3,new_prod,994392,21048
3,new_prod,994095,21048
3,new_prod,994100,21048
3,new_prod,994181,21048
3,new_prod,994184,21048
3,new_prod,994182,21048
3,new_prod,992634,21048
3,new_prod,994163,21048
3,new_prod,994654,21048
3,new_prod,994653,21048
3,new_prod,994508,21048
3,new_prod,993967,21048
3,new_prod,994536,21048
3,new_prod,994183,21048
3,new_prod,994546,21048
3,new_prod,994547,21048
3,new_prod,994545,21048
3,new_prod,994185,21048
3,new_prod,994186,21048
3,new_prod,994167,21048
3,new_prod,994166,21048
3,new_prod,994652,21048
3,new_prod,994443,21048
3,new_prod,994442,21048
3,new_prod,994444,21048
3,serum,581624,21041
3,serum,581625,21041
3,serum,991392,21039
3,serum,985699,21039
3,serum,982890,21038
3,serum,988600,21038
3,serum,896120,21038
3,serum,724131,21037
3,serum,991405,21037
3,serum,991183,21037
3,serum,582013,21036
3,serum,983728,21035
3,serum,989677,21034
3,serum,538217,21029
3,serum,941502,21025
3,serum,828554,21012
3,serum,979797,21010
3,serum,962390,20979
3,serum,967900,20855
3,serum,981987,20854
3,serum,990496,20840
3,serum,991943,20813
3,serum,962387,20757
3,serum,105059,20755
3,serum,884516,20719
3,serum,969551,20716
3,serum,849010,20685
3,serum,845536,20665
3,serum,464002,20658
3,serum,988601,20651
3,serum,994284,20650
3,serum,981965,20618
3,serum,986905,20600
3,serum,157502,20543
3,serum,985670,20483
3,serum,983855,20460
3,serum,987070,20353
3,serum,905075,18898
3,serum,993036,17587
3,serum,969795,17463
3,serum,267002,17312
3,serum,986561,17248
3,serum,952518,17051
3,serum,905012,15972
3,serum,667002,14784
3,serum,984232,14729
3,serum,4767,14589
3,serum,994267,13271
3,serum,993205,12135
3,serum,994159,12109
3,facial_mask,5801,21048
3,facial_mask,986451,21048
3,facial_mask,905059,21047
3,facial_mask,980029,21047
3,facial_mask,987071,21047
3,facial_mask,986452,21047
3,facial_mask,982774,21047
3,facial_mask,981756,21046
3,facial_mask,979916,21045
3,facial_mask,983899,21045
3,facial_mask,984491,21044
3,facial_mask,983868,21040
3,facial_mask,980305,21039
3,facial_mask,982775,21037
3,facial_mask,985821,21037
3,facial_mask,975674,21037
3,facial_mask,969832,21037
3,facial_mask,990855,21036
3,facial_mask,5818,21035
3,facial_mask,984626,21030
3,facial_mask,991673,21028
3,facial_mask,905084,21001
3,facial_mask,905068,20989
3,facial_mask,993005,20986
3,facial_mask,905070,20875
3,facial_mask,990490,20708
3,facial_mask,5686,20272
3,facial_mask,983764,20216
3,facial_mask,987077,20026
3,facial_mask,983347,19692
3,facial_mask,980030,19620
3,facial_mask,980031,19479
3,facial_mask,981759,19466
3,facial_mask,549030,19378
3,facial_mask,991212,19212
3,facial_mask,984292,19072
3,facial_mask,982260,18716
3,facial_mask,981758,18235
3,facial_mask,991903,18054
3,facial_mask,833542,16762
3,facial_mask,845527,16623
3,facial_mask,5687,16495
3,facial_mask,986283,15300
3,facial_mask,982265,13736
3,facial_mask,719012,12168
3,facial_mask,993846,11712
3,facial_mask,984627,11305
3,facial_mask,991213,9930
3,facial_mask,988812,9402
3,facial_mask,986273,8282
3,lip_stick,993500,21035
3,lip_stick,985738,21029
3,lip_stick,991498,21026
3,lip_stick,734501,21024
