group,icon,op_code,vote_score
4,lip_stick,6825,21165
4,lip_stick,983648,21165
4,lip_stick,983059,21165
4,lip_stick,988466,21165
4,lip_stick,354512,21165
4,lip_stick,778029,21165
4,lip_stick,981322,21165
4,lip_stick,983784,21165
4,lip_stick,982040,21165
4,lip_stick,991315,21165
4,lip_stick,989863,21165
4,lip_stick,988233,21165
4,lip_stick,741508,21165
4,lip_stick,993980,21164
4,lip_stick,994307,21163
4,lip_stick,956783,21163
4,lip_stick,983207,21163
4,lip_stick,990432,21163
4,lip_stick,985688,21162
4,lip_stick,983653,21162
4,lip_stick,985738,21158
4,lip_stick,993039,21156
4,lip_stick,994301,21154
4,lip_stick,988314,21154
4,lip_stick,991399,21152
4,lip_stick,992321,21150
4,lip_stick,988072,21146
4,lip_stick,989833,21144
4,lip_stick,3420,21117
4,lip_stick,984326,21088
4,lip_stick,3651,20920
4,lip_stick,982248,20914
4,lip_stick,991400,20904
4,lip_stick,993754,20726
4,lip_stick,994040,20577
4,lip_stick,981323,20053
4,lip_stick,981650,19307
4,lip_stick,981289,18735
4,lip_stick,994039,18493
4,lip_stick,994383,18302
4,lip_stick,987845,18067
4,lip_stick,485509,17711
4,lip_stick,502012,16793
4,lip_stick,987775,16579
4,lip_stick,987022,16454
4,lip_stick,982034,13664
4,fragrance,987759,21165
4,fragrance,988682,21165
4,fragrance,1919,21165
4,fragrance,984102,21165
4,fragrance,990669,21165
4,fragrance,993190,21165
4,fragrance,984079,21165
4,fragrance,545522,21165
4,fragrance,1134,21165
4,fragrance,982203,21165
4,fragrance,956566,21165
4,fragrance,981707,21165
4,fragrance,6641,21165
4,fragrance,992621,21165
4,fragrance,981711,21164
4,fragrance,905033,21164
4,fragrance,987758,21164
4,fragrance,992846,21164
4,fragrance,983952,21164
4,fragrance,991468,21162
4,fragrance,992597,21162
4,fragrance,992765,21162
4,fragrance,987756,21159
4,fragrance,988426,21158
4,fragrance,991136,21154
4,fragrance,989603,21152
4,fragrance,982209,21150
4,fragrance,993329,21146
4,fragrance,982161,21142
4,fragrance,991062,21133
4,fragrance,969517,21124
4,fragrance,485504,21112
4,fragrance,3900,21096
4,fragrance,984078,21030
4,fragrance,990666,21021
4,fragrance,521059,20945
4,fragrance,987617,20893
4,fragrance,1841,20851
4,fragrance,985034,20810
4,fragrance,986709,20583
4,fragrance,991951,20247
4,fragrance,992598,19870
4,fragrance,962145,18491
4,fragrance,989764,16292
4,fragrance,983217,14344
4,fragrance,819154,13649
4,fragrance,988655,13275
4,fragrance,993187,11608
4,fragrance,993486,10361
4,fragrance,992748,10132
5,hot_sale,982849,17191
5,hot_sale,581624,17191
5,hot_sale,991402,17191
5,hot_sale,5802,17191
5,hot_sale,991408,17191
5,hot_sale,987984,17191
5,hot_sale,994200,17191
5,hot_sale,984197,17191
5,hot_sale,994629,17191
5,hot_sale,991416,17190
5,hot_sale,993862,17190
5,hot_sale,992829,17190
5,hot_sale,992261,17190
5,hot_sale,988682,17190
5,hot_sale,1134,17190
5,hot_sale,992859,17190
5,hot_sale,991695,17190
5,hot_sale,983952,17190
5,hot_sale,991880,17189
5,hot_sale,991392,17189
5,hot_sale,993958,17189
5,hot_sale,734529,17188
5,hot_sale,992832,17186
5,hot_sale,992846,17186
5,hot_sale,991742,17183
5,hot_sale,993704,17181
5,hot_sale,993335,17181
5,hot_sale,993646,17181
5,hot_sale,992598,17177
5,hot_sale,993750,17176
5,hot_sale,983885,17175
5,hot_sale,992863,17172
5,hot_sale,994161,17157
5,hot_sale,993484,17154
5,hot_sale,5801,17150
5,hot_sale,993330,17008
5,hot_sale,983253,16952
5,hot_sale,981645,16892
5,hot_sale,993954,16871
5,hot_sale,992850,16791
5,hot_sale,994060,16723
5,hot_sale,985929,16468
5,hot_sale,989695,16001
5,hot_sale,991898,15638
5,hot_sale,994199,15147
5,hot_sale,982223,10042
5,hot_sale,994307,9534
5,hot_sale,992600,8787
5,hot_sale,994059,8659
5,hot_sale,627008,8171
5,new_prod,994181,17191
5,new_prod,994095,17191
5,new_prod,994184,17191
5,new_prod,994182,17191
5,new_prod,994183,17191
5,new_prod,994185,17191
5,new_prod,994186,17191
5,new_prod,994100,17191
5,new_prod,982016,17191
5,new_prod,994076,17191
5,new_prod,994508,17191
5,new_prod,993969,17191
5,new_prod,994546,17191
5,new_prod,994547,17191
5,new_prod,994545,17191
5,new_prod,993968,17191
5,new_prod,994443,17191
5,new_prod,994442,17191
5,new_prod,994444,17191
5,new_prod,994654,17191
5,new_prod,993967,17191
5,new_prod,994653,17191
5,new_prod,994536,17191
5,new_prod,992634,17191
5,new_prod,994167,17191
5,new_prod,994166,17191
5,new_prod,994099,17191
5,new_prod,994316,17191
5,new_prod,994168,17191
5,new_prod,994170,17191
5,new_prod,994169,17191
5,new_prod,994165,17191
5,new_prod,994652,17191
5,new_prod,994354,17191
5,new_prod,994393,17191
5,new_prod,994392,17191
5,new_prod,952560,17191
5,new_prod,994163,17191
5,new_prod,993953,17191
5,serum,581624,17191
5,serum,985699,17191
5,serum,981965,17191
5,serum,983776,17191
5,serum,464002,17191
5,serum,991405,17191
5,serum,988081,17191
5,serum,938014,17191
5,serum,581625,17191
5,serum,896120,17191
5,serum,991392,17191
5,serum,982890,17191
5,serum,962387,17191
5,serum,994284,17191
5,serum,905075,17190
5,serum,988600,17190
5,serum,545524,17190
5,serum,985790,17190
5,serum,991154,17190
5,serum,985254,17190
5,serum,6624,17190
5,serum,986715,17190
5,serum,845550,17189
5,serum,992120,17189
5,serum,981987,17187
5,serum,105059,17187
5,serum,986905,17185
5,serum,884516,17185
5,serum,984369,17183
5,serum,989317,17183
5,serum,992942,17182
5,serum,989677,17182
5,serum,991183,17180
5,serum,988590,17179
5,serum,724131,17178
5,serum,981948,17177
5,serum,993036,17176
5,serum,962390,17172
5,serum,941502,17114
5,serum,985670,17105
5,serum,992901,16812
5,serum,991307,16483
5,serum,986300,16406
5,serum,991943,15882
5,serum,883019,15794
5,serum,991231,15041
5,serum,991599,14118
5,serum,952518,14028
5,serum,157502,13852
5,serum,211508,11181
5,facial_mask,992844,17191
5,facial_mask,5801,17191
5,facial_mask,5818,17191
5,facial_mask,549030,17191
5,facial_mask,986273,17191
5,facial_mask,986283,17191
5,facial_mask,357512,17191
5,facial_mask,3637,17191
5,facial_mask,959518,17191
5,facial_mask,983884,17191
5,facial_mask,985821,17191
5,facial_mask,521049,17191
5,facial_mask,830561,17191
5,facial_mask,987824,17190
5,facial_mask,5824,17190
5,facial_mask,984999,17190
5,facial_mask,991903,17190
5,facial_mask,979916,17190
5,facial_mask,988806,17190
5,facial_mask,971528,17190
5,facial_mask,905070,17190
5,facial_mask,975936,17190
5,facial_mask,990490,17190
5,facial_mask,984491,17190
5,facial_mask,986747,17190
5,facial_mask,985125,17190
5,facial_mask,988812,17190
5,facial_mask,905059,17190
5,facial_mask,316582,17190
5,facial_mask,990598,17190
5,facial_mask,878001,17189
5,facial_mask,639012,17189
5,facial_mask,988583,17189
5,facial_mask,982252,17188
5,facial_mask,381540,17188
5,facial_mask,293544,17187
5,facial_mask,992118,17187
5,facial_mask,990859,17186
5,facial_mask,155533,17186
5,facial_mask,982179,17176
5,facial_mask,719012,17165
5,facial_mask,986170,17140
5,facial_mask,991673,17136
5,facial_mask,982178,17119
5,facial_mask,845552,17007
5,facial_mask,991238,16866
5,facial_mask,988249,15408
5,facial_mask,7250,14662
5,facial_mask,983764,11282
5,facial_mask,986308,10828
5,lip_stick,994199,17191
5,lip_stick,994307,17191
5,lip_stick,983253,17191
5,lip_stick,981640,17191
5,lip_stick,983977,17191
5,lip_stick,983059,17191
5,lip_stick,6825,17190
5,lip_stick,988233,17190
5,lip_stick,741508,17190
5,lip_stick,983648,17190
5,lip_stick,993980,17189
5,lip_stick,983784,17189
5,lip_stick,988466,17189
5,lip_stick,778029,17187
5,lip_stick,989863,17187
5,lip_stick,982040,17184
5,lip_stick,991399,17180
5,lip_stick,991315,17179
5,lip_stick,988072,17178
5,lip_stick,989833,17178
5,lip_stick,983653,17176
5,lip_stick,985738,17175
5,lip_stick,994301,17174
5,lip_stick,983207,17174
5,lip_stick,981322,17145
5,lip_stick,354512,17144
5,lip_stick,956783,17136
5,lip_stick,985688,17128
5,lip_stick,988314,17125
5,lip_stick,991400,17097
5,lip_stick,992321,17051
5,lip_stick,984326,17021
5,lip_stick,981650,16949
5,lip_stick,993039,16946
5,lip_stick,990432,16917
5,lip_stick,994040,16895
5,lip_stick,993754,16665
5,lip_stick,3651,16552
5,lip_stick,3420,16107
5,lip_stick,994039,16026
5,lip_stick,502012,15207
5,lip_stick,982248,15192
5,lip_stick,987775,14911
5,lip_stick,987022,14026
5,lip_stick,981323,12367
5,lip_stick,987845,12016
5,lip_stick,994383,11523
5,lip_stick,223002,10728
5,lip_stick,905545,10397
5,lip_stick,982034,8135
5,fragrance,987759,17191
5,fragrance,1134,17191
5,fragrance,956566,17191
5,fragrance,984102,17191
5,fragrance,988682,17190
5,fragrance,990669,17190
5,fragrance,987758,17190
5,fragrance,1919,17189
5,fragrance,981711,17189
5,fragrance,905033,17189
5,fragrance,982203,17189
5,fragrance,984079,17188
5,fragrance,993190,17188
5,fragrance,6641,17188
5,fragrance,981707,17185
5,fragrance,991136,17183
5,fragrance,545522,17182
5,fragrance,991468,17179
5,fragrance,988426,17172
5,fragrance,969517,17172
5,fragrance,991062,17170
5,fragrance,992597,17160
5,fragrance,992621,17144
5,fragrance,987756,17144
5,fragrance,982161,17130
5,fragrance,982209,17125
5,fragrance,989603,17125
5,fragrance,992765,17114
5,fragrance,485504,17095
5,fragrance,987617,17005
5,fragrance,3900,16997
5,fragrance,985034,16958
5,fragrance,984078,16755
5,fragrance,991951,16699
5,fragrance,993329,16616
5,fragrance,989764,16603
5,fragrance,1841,16494
5,fragrance,983952,16433
5,fragrance,990666,16271
5,fragrance,992846,16095
5,fragrance,962145,14843
5,fragrance,819154,13306
5,fragrance,986709,13202
5,fragrance,521059,13201
5,fragrance,993187,13001
5,fragrance,993486,10830
5,fragrance,983217,10040
5,fragrance,991061,9902
5,fragrance,993735,9371
5,fragrance,992598,9192
6,hot_sale,991416,171478
6,hot_sale,982849,171478
6,hot_sale,581624,171478
6,hot_sale,993862,171478
6,hot_sale,991402,171478
6,hot_sale,5802,171478
6,hot_sale,992829,171478
6,hot_sale,994200,171478
6,hot_sale,987984,171478
6,hot_sale,991408,171478
6,hot_sale,992261,171478
6,hot_sale,991880,171478
6,hot_sale,988682,171478
6,hot_sale,1134,171478
6,hot_sale,984197,171478
6,hot_sale,991392,171477
6,hot_sale,991695,171477
6,hot_sale,983952,171476
6,hot_sale,991742,171475
6,hot_sale,992846,171475
6,hot_sale,993958,171475
6,hot_sale,992832,171474
6,hot_sale,992859,171474
6,hot_sale,993335,171474
6,hot_sale,994629,171473
6,hot_sale,993750,171472
6,hot_sale,983885,171470
6,hot_sale,734529,171469
6,hot_sale,993704,171469
6,hot_sale,993646,171466
6,hot_sale,992598,171463
6,hot_sale,992863,171456
6,hot_sale,993484,171447
6,hot_sale,994161,171445
6,hot_sale,5801,171419
6,hot_sale,983253,169451
6,hot_sale,992850,169051
6,hot_sale,994060,167704
6,hot_sale,981645,166927
6,hot_sale,993330,165506
6,hot_sale,993954,165442
6,hot_sale,989695,162822
6,hot_sale,991898,160702
6,hot_sale,985929,160444
6,hot_sale,994199,149079
6,hot_sale,994307,103638
6,hot_sale,994059,93446
6,hot_sale,992600,89084
6,hot_sale,993093,88871
6,hot_sale,993747,85486
6,new_prod,994181,171478
6,new_prod,994095,171478
6,new_prod,994184,171478
6,new_prod,994182,171478
6,new_prod,994100,171478
6,new_prod,982016,171478
6,new_prod,994183,171478
6,new_prod,994185,171478
6,new_prod,994186,171478
6,new_prod,994076,171478
6,new_prod,994508,171478
6,new_prod,994546,171478
6,new_prod,994547,171478
6,new_prod,994545,171478
6,new_prod,993969,171478
6,new_prod,994653,171478
6,new_prod,994536,171478
6,new_prod,994654,171478
6,new_prod,993967,171478
6,new_prod,994167,171478
6,new_prod,994166,171478
6,new_prod,992634,171478
6,new_prod,994443,171478
6,new_prod,994442,171478
6,new_prod,994444,171478
6,new_prod,993968,171478
6,new_prod,994099,171478
6,new_prod,994316,171478
6,new_prod,994652,171478
6,new_prod,994168,171478
6,new_prod,994169,171478
6,new_prod,994165,171478
6,new_prod,994354,171478
6,new_prod,994170,171478
6,new_prod,994163,171478
6,new_prod,994393,171478
6,new_prod,994392,171478
6,new_prod,952560,171478
6,new_prod,993953,171478
6,serum,581624,171478
6,serum,985699,171478
6,serum,981965,171478
6,serum,983776,171478
6,serum,464002,171478
6,serum,991405,171478
6,serum,988081,171478
6,serum,991392,171478
6,serum,938014,171478
6,serum,545524,171478
6,serum,988600,171478
6,serum,896120,171478
6,serum,982890,171478
6,serum,905075,171478
6,serum,581625,171478
6,serum,962387,171478
6,serum,985790,171478
6,serum,985254,171478
6,serum,991154,171478
6,serum,6624,171478
6,serum,986715,171478
6,serum,845550,171478
6,serum,981987,171478
6,serum,984369,171478
6,serum,105059,171478
6,serum,986905,171477
6,serum,884516,171475
6,serum,994284,171474
6,serum,992120,171474
6,serum,989317,171473
6,serum,988590,171464
6,serum,991183,171463
6,serum,989677,171462
6,serum,993036,171455
6,serum,724131,171454
6,serum,992942,171447
6,serum,962390,171410
6,serum,981948,171393
6,serum,941502,170615
6,serum,985670,169642
6,serum,992901,162286
6,serum,986300,161522
6,serum,991307,161226
6,serum,991599,159413
6,serum,991943,149537
6,serum,883019,139147
6,serum,952518,127201
6,serum,538217,123930
6,serum,157502,122684
6,serum,991231,122612
6,facial_mask,992844,171478
6,facial_mask,5801,171478
6,facial_mask,987824,171478
6,facial_mask,357512,171478
6,facial_mask,549030,171478
6,facial_mask,991903,171478
6,facial_mask,5824,171478
6,facial_mask,979916,171478
6,facial_mask,971528,171478
6,facial_mask,5818,171478
6,facial_mask,3637,171478
6,facial_mask,905070,171478
6,facial_mask,990490,171478
6,facial_mask,985821,171478
6,facial_mask,983884,171478
6,facial_mask,984491,171478
6,facial_mask,905059,171478
6,facial_mask,984999,171477
6,facial_mask,988806,171477
6,facial_mask,986273,171476
6,facial_mask,986747,171476
6,facial_mask,959518,171476
6,facial_mask,521049,171476
6,facial_mask,986283,171475
6,facial_mask,975936,171475
6,facial_mask,988812,171474
6,facial_mask,830561,171474
6,facial_mask,985125,171473
6,facial_mask,316582,171473
6,facial_mask,878001,171472
6,facial_mask,990598,171469
6,facial_mask,293544,171467
6,facial_mask,639012,171466
6,facial_mask,982252,171463
6,facial_mask,381540,171461
6,facial_mask,990859,171461
6,facial_mask,988583,171459
6,facial_mask,155533,171457
6,facial_mask,992118,171445
6,facial_mask,982179,171430
6,facial_mask,719012,171409
6,facial_mask,986170,171349
6,facial_mask,991673,171267
6,facial_mask,982178,170604
6,facial_mask,845552,167572
6,facial_mask,991238,161196
6,facial_mask,988249,154182
6,facial_mask,7250,143836
6,facial_mask,983764,131343
6,facial_mask,986308,81068
6,lip_stick,994199,171478
6,lip_stick,983253,171478
6,lip_stick,993980,171478
6,lip_stick,981640,171478
6,lip_stick,994307,171478
6,lip_stick,983977,171478
6,lip_stick,983059,171478
6,lip_stick,6825,171477
6,lip_stick,988233,171477
6,lip_stick,988466,171476
6,lip_stick,778029,171476
6,lip_stick,983784,171476
6,lip_stick,991315,171474
6,lip_stick,981322,171472
6,lip_stick,741508,171471
6,lip_stick,994301,171471
6,lip_stick,983207,171470
6,lip_stick,983648,171470
6,lip_stick,989863,171468
6,lip_stick,982040,171468
6,lip_stick,988072,171443
6,lip_stick,983653,171440
6,lip_stick,989833,171425
6,lip_stick,988314,171376
6,lip_stick,354512,171328
6,lip_stick,991399,171283
6,lip_stick,985738,171135
6,lip_stick,990432,171056
6,lip_stick,956783,170615
6,lip_stick,985688,170184
6,lip_stick,992321,170155
6,lip_stick,993039,169765
6,lip_stick,991400,169648
6,lip_stick,994040,169187
6,lip_stick,984326,169161
6,lip_stick,993754,167283
6,lip_stick,981650,166958
6,lip_stick,3651,162306
6,lip_stick,3420,159605
6,lip_stick,994039,158121
6,lip_stick,981323,154361
6,lip_stick,982248,148192
6,lip_stick,987775,130385
6,lip_stick,502012,119146
6,lip_stick,987845,117102
6,lip_stick,223002,108496
6,lip_stick,994383,106398
6,lip_stick,981289,102288
6,lip_stick,485509,91679
6,lip_stick,987022,85993
6,fragrance,988682,171478
6,fragrance,987759,171478
6,fragrance,1919,171478
6,fragrance,990669,171478
6,fragrance,993190,171478
6,fragrance,984102,171478
6,fragrance,981711,171477
6,fragrance,981707,171477
6,fragrance,6641,171477
6,fragrance,984079,171477
6,fragrance,905033,171476
6,fragrance,956566,171476
6,fragrance,992621,171476
6,fragrance,982203,171475
6,fragrance,1134,171475
6,fragrance,987758,171475
6,fragrance,545522,171473
6,fragrance,992597,171462
6,fragrance,991468,171459
6,fragrance,991136,171456
6,fragrance,988426,171451
6,fragrance,987756,171449
6,fragrance,992765,171431
6,fragrance,982209,171401
6,fragrance,991062,171399
6,fragrance,969517,171379
6,fragrance,3900,171330
6,fragrance,985034,170857
6,fragrance,989603,170818
6,fragrance,982161,170734
6,fragrance,993329,170553
6,fragrance,987617,169704
6,fragrance,485504,169605
6,fragrance,991951,169531
6,fragrance,983952,168909
6,fragrance,992846,168004
6,fragrance,984078,162784
6,fragrance,990666,162607
6,fragrance,962145,162110
6,fragrance,1841,161575
6,fragrance,993187,146007
6,fragrance,993486,139685
6,fragrance,986709,139381
6,fragrance,521059,135436
6,fragrance,819154,121133
6,fragrance,989764,119422
6,fragrance,993735,110762
6,fragrance,991061,106728
6,fragrance,992598,98899
6,fragrance,983217,87696
